ID,Nombre,Apellido,Fecha de Nacimiento,Género,Dirección,Teléfono,Correo Electrónico,Puesto,Departamento,Fecha de Contratación,Tipo de Contrato,Turno de Trabajo,Supervisor,Estado de Empleo
1043,Kevin,Soto,1964-10-09,Masculino,"204 Carrie Street
Shannonburgh, AK 69456",+1-988-433-0099x289,thomasrobinson@example.com,"Psychologist, prison and probation services",LoGísTICA,2016-06-22,teMPORal,diurno,Lisa Gomez,En liCeNciA
1044,Anna,Zuniga,1997-10-19,Femenino,"933 Hunter Drive
Kimberlymouth, VI 53413",(655)730-7907x6196,stevenmiles@example.com,"Surveyor, building control",CaliDad,2018-04-15,pErMAnenTE,nocTUrNo,April Hardy,eN lICENciA
1045,Dennis,Rodriguez,1960-01-11,Masculino,"PSC 1948, Box 9382
APO AE 83214",(535)753-8208x97640,rosarioadam@example.org,Health service manager,AdMINiStraCIÓN,2023-02-04,tEMPOrAL,RoTATivO,Molly Chambers,RetIRAdo
1046,Matthew,Fry,1972-06-21,Masculino,"05772 Burton Canyon
Whitemouth, GU 01939",001-902-469-2961x0731,rhonda52@example.com,Commercial horticulturist,CALIDAd,2016-11-28,A tieMpo paRcIAl,NOctURNo,Michael Brooks,rETiRADo
1047,Angela,James,1986-10-14,Masculino,"93458 Jason Park Apt. 553
Hoffmanmouth, KY 98493",430-920-9036x377,jennifer94@example.net,Product manager,ADMiniSTRacIÓN,2018-06-24,a tiEmpO PaRciaL,DiUrNo,Megan Burke,en LICeNCIa
1048,Dale,Miller,1963-11-29,Masculino,"3210 Hall Mews Suite 680
Petersonview, NJ 45832",963-742-6636x81549,scollins@example.com,Tax adviser,loGísTica,2023-09-20,temPOral,ROtatiVO,Shannon Parker,ACtIvO
1049,Amy,Sanchez,1983-06-13,Masculino,"1569 Rose Trail Suite 690
Cameronview, TX 14975",852.323.4210x894,justinbarnes@example.net,Conference centre manager,lOgíStICA,2014-07-17,A tIEMpO ParcIAL,rotATIvO,Martin Boyd,eN LicenCia
1050,Gina,Moore,2004-05-24,Femenino,"03950 Shane Shores Suite 569
Gallegosmouth, MI 61644",610-255-9260,lisa84@example.com,"Surveyor, minerals",aDMINiStRacióN,2020-10-14,A TiEMpo pARciAL,NOCTUrNO,Claire Lynch,ActIVo
1051,Albert,Hunter,1980-05-09,Masculino,"084 Ryan Island
Mendezburgh, MH 70769",908-300-0874,christopherflores@example.net,Architect,CaLIdad,2017-07-31,a TiEMPO paRCIAL,nOCtUrNO,Ryan Rios,retiRAdo
1052,Troy,Sullivan,1992-06-27,Femenino,"44751 Allen Springs
Randychester, OR 52987",410-781-0123,jonathanstrong@example.net,Careers information officer,maNTenimIEntO,2021-09-01,perManeNTe,NOCTurno,Mr. Edward Hill,ACtIvO
1053,Tom,Snyder,1964-07-29,Masculino,"436 Lisa Station
Bernardtown, NH 39294",746.869.2357x664,christinapollard@example.com,Data scientist,LogísTiCa,2024-03-01,tEmporAL,diURnO,Karen Diaz,en LIcENciA
1054,Arthur,Cook,1978-10-30,Masculino,"1707 Arias Cliffs Apt. 550
Sandersmouth, KS 11852",805-760-7623x86051,twilliams@example.net,Dealer,logístIca,2024-01-21,A TIempO parcIal,nocTUrno,Christopher Ramos,EN liceNcIA
1055,Michelle,Gates,1984-12-28,Masculino,"158 Rodriguez Junctions Apt. 575
Richardhaven, OR 07768",+1-905-762-1401,melissa38@example.net,Technical author,pRoDuccIóN,2023-02-02,a TIeMPO PARCiAL,dIURno,Daniel Bray,En lIcENCIA
1056,Cynthia,Anderson,1978-12-08,Masculino,"39635 Renee Cove Suite 135
Wrightport, PA 00745",799.686.3679,stricklandchelsey@example.org,"Administrator, arts",calIdAd,2020-01-05,a TIEMPO ParCIaL,DiUrNo,Andrew Richards,acTiVo
1057,Craig,Greene,2005-03-25,Masculino,"6834 Bell Unions
Port Joytown, SC 21565",338-406-6762x533,taylorwilliam@example.org,Make,AdMINIstRaCIóN,2019-07-15,teMPoRAL,DIuRno,Megan Odom,aCTivO
1058,Danielle,Russell,1982-11-14,Femenino,"84762 Lopez Views Suite 461
North Alyssaburgh, OK 54936",001-892-569-3249x59137,tamaranash@example.com,Medical secretary,PRODUcción,2017-04-12,TemPoRaL,roTatIvo,Joshua Rice,aCTIvo
1059,Brendan,Brooks,1976-05-20,Masculino,"73301 Wilson View
Sarahton, VT 38711",753-523-6459x101,kbarry@example.com,Surgeon,aDMiNIstRACiÓN,2020-11-19,permaneNte,rOtATiVO,Stephen Davis,eN LiceNciA
1060,Sarah,Fox,2003-08-17,Femenino,"454 Jennifer Square Apt. 891
Daltonmouth, MN 59159",001-861-935-4462x065,lee71@example.org,Print production planner,CaLIDAD,2016-05-21,TEmpoRAl,RotaTivO,Elizabeth Benitez,AcTIVO
1061,Daniel,Clark,1988-06-11,Femenino,"8363 Michael Club
Morrishaven, AS 76945",390-940-7146,wellsjacob@example.com,Barrister's clerk,pRODUcCiÓn,2021-04-27,a TIempo parCIAl,diuRnO,Travis Clark,acTiVo
1062,Claudia,Wright,1963-04-01,Masculino,"4895 Jessica Roads Suite 524
Lake Jacquelinechester, OK 42308",(231)906-2715,nicholas27@example.org,Dietitian,MANTeNimiENTO,2017-02-22,TeMpOral,dIURno,Michael Melton,eN liCENCia
1063,Anthony,Harris,1968-06-06,Femenino,"13775 Jennifer Mall
Lake Jeffreyberg, UT 18611",838-423-1006x6317,erichenderson@example.org,Newspaper journalist,pRODUcCiÓn,2018-01-02,TEmpoRaL,ROtATIvO,Justin Dunlap,retIRadO
1064,Leonard,Allen,1991-08-10,Femenino,"712 Timothy Fords
Jeffreyfort, IN 30667",937-525-6570,robert28@example.org,Horticultural consultant,maNTeNImiento,2015-04-04,tEMPORAl,dIurNo,Kristin Ward,AcTIvo
1065,Sheena,Wilson,1996-08-25,Masculino,"265 Mark Curve Suite 173
Melaniebury, LA 60940",+1-729-256-4654x8754,jeffreysimon@example.net,"Clinical scientist, histocompatibility and immunogenetics",caLIdaD,2021-04-03,a TiEmPo paRCiAL,ROtATIVO,Maria Gomez,En lICeNcIA
1066,Caitlin,Turner,1992-05-06,Masculino,"682 Kristine Shore
New Paulborough, MO 81560",807-808-7605x5553,chad82@example.com,Hydrologist,ADmINiSTraCiÓN,2017-08-14,tEmPoral,DiurnO,Zachary Martin,En LiCenCIa
1067,Seth,Schultz,1988-01-20,Femenino,"9673 Foster Cove Apt. 106
West Deanna, AS 98534",(458)253-8996,xbush@example.org,Chief Strategy Officer,MAnTenimIENTO,2017-02-08,tEMporAL,roTatIvO,Stacey Jennings,EN Licencia
1068,Sarah,Mccarty,2006-04-06,Masculino,"182 Davidson Falls Apt. 206
New Ashleyhaven, OH 19680",7229129706,careydanielle@example.net,Financial trader,MAnTeNimIEntO,2024-06-05,peRManENTe,ROtaTIVo,Charlene Sharp,En LiceNCIa
1069,Charles,Armstrong,1958-09-27,Femenino,"50889 Gonzalez Club
North Hannah, MP 84701",8192881542,cware@example.com,"Teacher, special educational needs",loGÍstIca,2019-11-16,A tiEmpO pArCiAL,DiURno,Kristina Proctor,rEtirADO
1070,Kimberly,Le,1965-09-19,Masculino,"614 Mackenzie Way
Lake Barbara, ME 39505",(723)210-0363x7307,greencharles@example.net,"Programme researcher, broadcasting/film/video",aDminiStrACIÓN,2015-03-19,TeMpoRal,NOcTURNO,Eric Turner,en lIcencIa
1071,Jessica,Alvarado,1965-04-01,Femenino,"90308 Le Skyway
New Alexander, OH 84779",(939)635-5156x512,jamiemitchell@example.org,"Designer, fashion/clothing",lOgíSTiCA,2023-08-11,TeMpOrAl,dIuRNO,Carol Cowan,REtiraDO
1072,Kimberly,Hall,1971-10-02,Femenino,"764 Key Valley
East Timothyland, ID 52112",+1-770-961-1761x487,oreeves@example.com,Interpreter,MaNtEniMIenTo,2021-12-20,tEmPoRAl,rotAtiVo,Emily Lam,actIVO
1073,Nicole,Hall,1997-09-06,Masculino,"92360 Lopez Oval
Elizabethborough, CA 24475",001-565-642-4438,jesse43@example.com,"Surveyor, minerals",caLIDAd,2020-11-12,pErMaNentE,diurNo,Tina Martinez,RetIRaDO
1074,Leah,Andrade,1986-08-25,Femenino,"Unit 5504 Box 2429
DPO AP 38927",455.823.2152,ladkins@example.org,Heritage manager,LOGístIca,2023-06-08,A tIemPo pArCIAl,DiurNO,Katrina Johnson,RetiRADo
1075,Crystal,Henry,1985-02-12,Masculino,"90622 Savannah Square Apt. 412
Garrettbury, MN 44976",001-736-369-5815x06101,danielle23@example.net,Outdoor activities/education manager,caliDAd,2024-06-23,TEMporal,nocTURNo,Carolyn Diaz,en LICencia
1076,Jacob,Long,1959-03-05,Femenino,"0772 Sellers Village
Staceyfurt, OH 52131",375.304.4242x5501,jasminelewis@example.com,"Secretary, company",PrODUCciÓN,2014-08-02,A TIEMpo PaRCIAl,DIurnO,Mrs. Sandra Howell,ACtivo
1077,Angela,Boyd,1987-04-13,Femenino,"7691 Robert Drive
Port Nathanview, WI 93042",001-687-269-1748x4578,randy58@example.com,"Scientist, research (medical)",pROdUCCIón,2017-01-02,A TiEmpO PArcIAL,DiUrNo,Vincent Carter,AcTiVO
1078,Emily,Sexton,1998-03-09,Femenino,"786 Lane Fields Suite 946
Villaview, NH 36770",8153128801,ucarter@example.net,"Radiographer, diagnostic",AdMInisTRaCIÓN,2021-08-10,teMPorAL,NoCTuRnO,Kathryn Delacruz,EN LICeNCIa
1079,Adam,Owens,2003-06-08,Masculino,"64397 Lawrence Land
Elainefurt, MI 88324",+1-588-615-5726x6348,xcunningham@example.org,Clinical cytogeneticist,caLIdad,2017-11-17,TemporaL,NOCturnO,Juan Peters,En liCenCia
1080,Logan,Nielsen,1990-09-08,Femenino,"087 Patricia Branch Apt. 081
Brianmouth, IL 60062",+1-296-935-5651x7299,smithpeter@example.org,Radio broadcast assistant,caliDaD,2018-08-24,tEMPorAL,NOCTURNO,Kimberly Howard,EN lICencia
1081,Larry,Rodriguez,2003-06-17,Masculino,"170 Jennifer Estate
Angelafurt, FM 21484",571-772-2597,walkernicole@example.org,Careers adviser,ADmINiStRacIÓN,2019-08-16,tEMpORAL,noCTUrnO,Charles Swanson,eN LiCEnCIA
1082,Vickie,Simpson,1977-12-15,Femenino,"531 Dickson Views
Tanyabury, CO 52708",(813)466-1799x6492,singletonrobin@example.net,Community pharmacist,MaNteniMiENto,2023-09-15,perManEnTE,DIUrNO,Maurice Acevedo,eN lICEnCia
1083,Rose,Harrison,1965-02-19,Masculino,"392 Owens Hill
Smithfurt, PR 24873",770-265-0603,morrisonnicholas@example.com,Rural practice surveyor,lOGísTiCA,2020-10-28,tEMPoRAl,diURNO,Chris Glass,reTirADo
1084,Anita,Hamilton,1986-03-30,Masculino,"9677 Franco Village Suite 141
Howardberg, AR 02055",5407579838,gonzalezisaac@example.com,Ship broker,aDMINIstraCIóN,2023-06-21,pErManeNte,rOTATivo,Lisa Smith,aCTIVO
1085,Larry,Lane,1991-03-06,Masculino,"090 Doyle Camp Suite 735
Port Sarah, KS 91737",001-343-564-1143x121,lsharp@example.org,Chief Strategy Officer,manTenIMieNTo,2015-09-05,PErmAnEnte,dIurNO,Cynthia Smith,RETirAdO
1086,Michael,Gomez,1979-12-10,Masculino,"00667 Cole Plains
Mooremouth, KS 95090",213-375-3665x83349,elizabeth26@example.net,"Education officer, environmental",ADMiniStRACiÓn,2014-12-24,a TiEMpO PaRcIAl,NocTURNO,Cheryl Allen,rETiRADO
1087,Andrew,Clark,1970-06-22,Femenino,"147 Wilson Fields Apt. 661
Ryanhaven, NE 11243",001-928-265-2530,ibarton@example.net,Commercial art gallery manager,admiNIStraCIóN,2022-08-14,PERmaNeNTe,NoctURnO,Leroy Beard,RetiRaDo
1088,Ryan,Thompson,2002-03-20,Femenino,"89768 Alan Port Suite 284
South Marcusmouth, TN 95867",+1-702-829-1163x04968,wevans@example.org,Geographical information systems officer,admiNIsTRaCiÓN,2014-11-22,TeMporaL,DIURNO,Matthew Hill,rEtirADo
1089,Mary,Stewart,1971-01-07,Masculino,"PSC 4572, Box 9180
APO AA 27959",(503)498-2182x48001,reyessteven@example.org,Risk manager,produccióN,2019-03-02,temPOrAl,dIurno,Amber Tucker,rEtiRAdO
1090,Barry,Frazier,1986-02-09,Femenino,"1024 Amy Turnpike Apt. 579
South Jonathanburgh, CO 48522",(351)900-4316,holly33@example.net,Herbalist,ManTeniMienTO,2015-03-19,pErManENTe,DiuRNO,Danielle Andrade,eN licenCiA
1091,Christopher,Horton,2002-10-23,Femenino,"9646 Smith Gardens
Walshfurt, MD 79818",279-566-0318,andrewstephens@example.org,Armed forces operational officer,produccIón,2019-03-20,a tIEMpO parciAl,dIurnO,Manuel Garcia,En licEnCiA
1092,Shelby,Morton,1973-04-07,Masculino,"59470 Reed Ports Suite 485
Rebeccashire, TN 06077",(636)898-4095x556,gdavis@example.com,Music tutor,mANtenIMienTo,2015-09-30,A tieMpO parcIAl,DiuRNO,Greg Martinez,ACTIvo
1093,Brian,Perry,2002-08-17,Femenino,"77471 Crawford Rue Suite 105
East Connie, TX 76412",693.741.6037x84620,miranda40@example.net,Clinical biochemist,ProduCCión,2018-04-02,A tIEmPO ParCIAl,nOCtuRno,Michael Reynolds,EN lICENcia
1094,Jeffrey,Mason,1972-03-10,Femenino,"786 Ronald Shores
Chambersstad, ME 19215",671-218-7590x3968,knappjohn@example.com,Automotive engineer,PrOduCCión,2023-06-20,PERmAneNTe,NocTurNO,Brenda Brady,retirado
1095,Nichole,Williams,1998-09-19,Femenino,"92158 Donald Canyon
West Richard, TX 45399",001-862-399-9493x070,jason43@example.org,"Chemist, analytical",MaNteNIMienTO,2014-12-24,A tieMpO parCiaL,NOCTURno,Alexander Simpson,ACtiVo
1096,Courtney,Gibson,1996-01-29,Masculino,"662 John Road Apt. 373
Lake Chad, AZ 18623",001-893-695-6859,bowmanderek@example.com,Accommodation manager,maNtEnImiento,2017-01-25,a tiemPo PARCIAl,rotaTIVo,Patricia Wilkinson,En lIcenCIa
1097,David,English,1974-04-05,Femenino,"14930 Jennifer Vista Suite 438
Chambersland, WY 64195",001-345-799-2900,denise72@example.org,Consulting civil engineer,LoGíSTica,2017-09-08,a tiEmPo pArciAL,DIuRno,Larry Richardson,acTIVO
1098,Gary,Johnson,2002-12-13,Masculino,"7997 Laura Keys
Camachoport, PA 78642",3104249380,james68@example.org,"Designer, interior/spatial",cALiDAd,2021-05-22,PERmAnente,dIurNo,Jennifer Ibarra,RetirADO
1099,Melinda,Freeman,1986-03-11,Femenino,"405 Scott Ranch
North Geraldland, SD 93382",427-901-3679x252,kim29@example.net,"Engineer, maintenance",ADmiNIstRACióN,2018-07-10,A tiEMPo paRciAL,DIUrNO,Jennifer Russell,ReTIraDo
1100,Robert,Smith,2005-11-22,Femenino,"6365 Sandoval Fords
South Jenniferbury, ME 18242",+1-446-881-7227x09871,evelynyoder@example.net,Actor,mAnteniMIeNto,2017-08-11,A tIEMPO ParCIAL,nOcTurno,Mary Dyer,rEtiraDO
1101,Stacy,Ball,2004-06-21,Femenino,"92507 Barbara Pike Suite 616
Collinsfurt, CT 86070",(702)997-0226x4528,jillbrown@example.org,"Engineer, broadcasting (operations)",aDMiniSTRACIón,2015-08-02,permaNENte,ROtativo,Alyssa Jackson,en lIcEncia
1102,Katelyn,Miller,1995-06-16,Masculino,"437 Daniel Ramp Suite 060
Jamieburgh, OH 48540",476.733.6767,tcarlson@example.org,Advertising account planner,AdMiNISTracIón,2017-08-31,A tIEmpo paRcIAl,rotatIVO,Kevin Simmons,en LicEnCIA
1103,Robin,Howard,1996-04-20,Masculino,"6561 Jose Rue
Hurleychester, KS 14158",892-461-7207x01983,jhernandez@example.com,Lexicographer,aDmInistraCIón,2015-03-19,PErManEnte,DiURno,Jordan Sanders,eN LIceNCia
1104,Paul,Vazquez,2003-01-14,Masculino,"9276 James Loop
Markmouth, CA 69437",632-380-0028x081,ashley12@example.org,Therapeutic radiographer,LOGíStICa,2018-09-08,tEMpoRaL,ROTaTiVO,Ralph Henry,en lIceNCIa
1105,Daniel,Perkins,1984-08-06,Femenino,"2618 Michael Valley
Lake Patrick, AS 00911",734-899-9162x815,susanjohnston@example.com,"Therapist, nutritional",lOGÍSTiCa,2019-09-27,a TIEMpo parCIal,rOTATiVo,Michele Valentine,En LiCENCia
1106,Jill,Wilkerson,1991-09-14,Femenino,"USCGC Carpenter
FPO AE 21533",(992)716-6188,curtisjames@example.org,Furniture conservator/restorer,AdMinistRacióN,2019-04-10,tEmpORaL,dIUrnO,Adam Torres,ACTiVo
1107,Brandon,Murray,2004-08-18,Femenino,"Unit 3258 Box 4661
DPO AP 27019",(261)655-1650x5945,justinjones@example.com,Fitness centre manager,MANtenIMIeNtO,2017-12-16,PErmaNEnte,rotatIvO,Lori Williams,en lICenCIA
1108,Jose,Smith,1976-12-25,Masculino,"542 Elizabeth Roads
Port Matthew, PR 75402",976.614.1947x454,marysanchez@example.net,Acupuncturist,MantEnImIEnTO,2022-11-07,a tiempO pArcIAl,ROtAtivO,Judith Frost,reTIrado
1109,Margaret,Byrd,1976-09-22,Masculino,"856 Shawna Ports
Webbland, OK 35160",796-645-8293,wrighttamara@example.net,Water engineer,ADMINistrAción,2014-10-26,TeMPoral,rOtativo,Kristy Baldwin,reTIRaDO
1110,Melissa,Ford,1984-09-06,Masculino,"0961 Patrick Common Suite 587
Lake Margaretside, MT 73852",001-585-751-4560x62037,leoncarroll@example.net,Occupational psychologist,caLIDAd,2024-02-17,TEmpORAL,NoctuRNo,Richard Sweeney,AcTIVO
1111,Richard,Flores,2000-04-15,Masculino,"080 Kristy Stream
Hamiltonfort, ID 10888",297.260.2539,barrandrew@example.com,Printmaker,pRodUcCIón,2020-11-11,a tiemPO PaRCiaL,nOCTuRNo,Jacob Lewis,en LicEnCIa
1112,Melinda,Turner,1963-10-29,Femenino,"9253 Molina Squares
West Codytown, PW 17378",865-976-9721x4652,lynnbrianna@example.net,Secretary/administrator,logÍsTICA,2021-06-03,A tiEmpo pARCiAL,NOcTUrno,Nicholas Ford,REtiraDo
1113,Gloria,Haney,1976-08-26,Femenino,"30433 Brandon River
Charlesborough, CT 45255",001-496-227-9329x52927,johnbrown@example.com,Health visitor,logÍSTiCA,2015-11-17,PERMaNeNTe,NocTUrno,Dale Henson,RetIRAdo
1114,Samantha,Davis,1991-02-13,Masculino,"22167 Dominguez Crossroad Apt. 673
Port Christopher, CO 77452",+1-281-543-6377,brian38@example.org,Nature conservation officer,CALiDad,2015-05-01,TeMPORaL,RoTaTivo,James Bishop,ACtIVO
1115,Grant,Clark,1988-06-01,Masculino,"6330 Foster Avenue
Port Brandistad, MH 25379",529-470-0106x475,meganfernandez@example.org,Equality and diversity officer,LOgísTica,2015-07-26,A tIEmpO ParCIaL,rOTaTIVO,Sandra Jordan,rEtiRadO
1116,Jason,Chambers,1962-01-06,Femenino,"28894 Schroeder Rapid Suite 001
Gonzalezberg, MI 76230",(777)497-4600x3738,ralexander@example.net,Ophthalmologist,lOgÍstiCa,2019-11-04,a tiEmpo ParCiaL,noCturnO,John Robinson,RetiRAdo
1117,Jerry,Wood,1977-08-25,Masculino,"88157 Chavez Street
West Kelly, SD 70121",+1-270-683-6511x05111,jacobdouglas@example.net,Surgeon,MANtenimiEnTo,2016-03-21,teMpOraL,RoTATiVO,Amy Salazar,eN lIcenCia
1118,Emily,Duran,1963-12-27,Femenino,"8890 Rivers Groves
Phillipsfurt, AS 25150",(591)559-6058,ygarcia@example.net,"Pharmacist, hospital",PrOdUcCIón,2016-05-21,a tiempo PArciAl,nocTUrnO,Dr. Pamela Smith DDS,AcTIVO
1119,Andrea,Cooper,1975-03-19,Femenino,"51211 Joseph Center Suite 902
Port Kevinstad, MT 76578",(937)880-6977,crichard@example.org,Automotive engineer,AdMiNisTrACión,2021-01-09,teMPOraL,NocTurno,Megan Miller,aCtIvo
1120,Christopher,Mack,1962-08-25,Masculino,"52726 Marshall Prairie Apt. 185
West Daniel, DC 60234",4647907039,nmorris@example.com,"Programmer, multimedia",PrOdUCCIón,2020-09-27,PerMaNEnTe,DIuRno,Dr. Sarah Ward MD,retIrADo
1121,Adam,Brown,1979-10-11,Femenino,"546 Hernandez Vista Suite 347
Reyestown, NM 26061",001-937-385-5703x619,vbaker@example.org,Child psychotherapist,ProDucCióN,2022-06-14,A TiEMPo PARCiaL,diurNo,Jeffrey Medina,ACtIVO
1122,Christopher,Ferguson,1987-04-09,Femenino,"5246 Daisy Ramp
Phillipsberg, NJ 38376",(778)586-9208x546,thompsonsuzanne@example.com,General practice doctor,prODucCióN,2020-08-30,A tiEmPo pArCiaL,RoTatiVO,Rhonda Gutierrez,REtIrAdo
1123,Lori,Hill,1972-12-19,Femenino,"4378 Martin Roads Apt. 036
Ashleyland, MH 73711",(935)215-7125x9441,brownalan@example.net,"Surveyor, land/geomatics",ProDUcCióN,2014-07-23,peRmaNeNTE,NoCTurNO,Carla Johnson,AcTIVo
1124,Michelle,Garcia,1971-10-07,Femenino,"27166 Schmitt Shoals Suite 158
Andreaside, WA 57806",(881)261-5292x608,christophershea@example.com,Dispensing optician,CAlIDaD,2018-04-16,TemPoRAL,NoCTurNO,Janice Browning,ActivO
1125,Phillip,Davis,1967-08-15,Masculino,"25822 Larry Rue
Catherineborough, PA 60233",215.521.8021x56576,sophia18@example.com,Sub,adMINiSTrACIón,2020-12-25,PerMANeNtE,ROtaTIvO,Kevin Middleton,eN lIcencIa
1126,Jeffrey,Gregory,2002-03-13,Masculino,"916 Jennifer Mountain
Dennisburgh, VA 88852",430-762-7920x046,sshaw@example.net,Passenger transport manager,ADMinISTRAcIón,2015-04-26,TemPorAl,ROtAtivo,Rebecca Soto,acTIvO
1127,Billy,Woods,1984-07-31,Femenino,"993 John Road
North Katie, KY 54037",+1-987-229-6536x052,calebjennings@example.com,Astronomer,CaLidad,2019-03-25,pErmaNENTE,rOtATiVo,Destiny Nelson,eN LicENcia
1128,Anthony,Miller,1960-01-11,Masculino,"46173 Ramos Fall Apt. 233
Juliebury, KY 48523",400-320-2767x255,hillbrian@example.org,Medical secretary,pRODUcCión,2016-07-19,a TIeMPo paRCIal,nOCtUrno,Christina Mcguire,eN liceNCIa
1129,Javier,Gregory,1988-10-22,Femenino,"70561 Helen Ferry Suite 907
South Apriltown, TX 18383",2213522726,uthompson@example.org,"Buyer, retail",LOGÍsTiCA,2023-12-15,a tIEmpO PaRciAl,DiuRnO,Tasha Peterson DVM,RetiraDo
1130,Andrew,Macias,1994-03-09,Masculino,"9705 Gilbert Station
Larrytown, OR 34620",363-593-4804x530,gflynn@example.net,Geographical information systems officer,ProDuccIÓN,2020-04-21,tEmporAl,RotaTiVo,Amy Smith,aCTIvo
1131,Hannah,Jacobs,1964-03-04,Femenino,"28563 John Spurs
North Lisa, MO 46923",+1-782-357-9729,mathewgardner@example.net,Sales executive,CAlIDAd,2020-01-23,PErmanente,diUrNO,Jessica Brock,en licenCiA
1132,Joshua,Lang,1984-05-04,Masculino,"2543 Willis Row Apt. 694
Hillton, DE 60453",290-422-5709x093,brianperez@example.org,Sports development officer,maNtENimIENto,2020-07-05,a TIEmPO parCIAL,DIurnO,David Moore,ACTIVO
1133,Aaron,Roberts,2000-06-22,Masculino,"134 Nichols Fall
Angelamouth, AK 25526",620-863-6040,evillegas@example.net,Physiotherapist,PrODucciÓN,2017-12-25,tempOral,nOCTUrnO,Ricardo Thomas,RETIRado
1134,Melissa,Rogers,1979-03-14,Femenino,"29322 Harris Lake Apt. 016
Lake Laura, MO 23923",(480)511-8425x1821,stokesbrandon@example.com,Maintenance engineer,PrODUCción,2016-03-13,pErMAneNTe,DIUrNo,Jennifer Mercado,EN lICEncIA
1135,Victoria,Alvarez,1999-08-03,Femenino,"1788 Jesse Court
Alexandrashire, CO 30361",001-703-773-2577x36130,robin57@example.com,Forensic psychologist,cALIdAD,2023-06-17,TEmpORAL,RoTaTivO,Brittany Smith,En lICEnCia
1136,Richard,Watson,1997-02-09,Masculino,"43259 Rebecca Mill Suite 727
Gabrielhaven, OH 97810",001-272-528-7789x51083,jonesmichelle@example.com,"Biochemist, clinical",aDminIstraCIÓn,2017-10-14,tEMPoraL,ROtAtIVO,Linda Livingston,rEtIRadO
1137,Sherri,Sullivan,1962-09-08,Masculino,"65151 Antonio Tunnel
Sharonshire, UT 26857",6516792548,barnettmatthew@example.net,"Surveyor, quantity",maNTEniMiENtO,2015-09-08,pERMANeNTe,DIUrnO,Corey Lopez,EN LiceNciA
1138,Jennifer,Robertson,1986-11-27,Femenino,"3656 Ashley Island Suite 662
Martinezburgh, NV 15055",001-718-495-0384x274,calvin19@example.org,Hospital pharmacist,lOGíStICa,2018-03-18,peRMaNENte,NocturNo,David Vasquez,ReTIRADo
1139,Heidi,White,1962-12-10,Masculino,"12585 Martinez Tunnel Apt. 828
Travisfort, DC 67648",001-815-818-6549x388,johendrix@example.com,"Accountant, chartered public finance",lOGÍSTIca,2019-05-08,teMPoraL,Diurno,Michael Andrews,RetIRADo
1140,Brendan,Gonzales,1958-11-14,Femenino,"USNS Rodriguez
FPO AE 10074",(256)278-7714,julie92@example.org,Freight forwarder,logístiCa,2014-12-18,permaNeNTe,nocTUrno,William Smith,AcTivO
1141,Jill,Garcia,1977-05-16,Femenino,"515 Stephens Rest
Jonesfurt, SC 75509",538-989-5771x15454,tammyjackson@example.org,Clinical cytogeneticist,mAnTeNiMientO,2018-07-08,A tIeMpo pArcIal,rOTATIvo,Gregory Duncan,Activo
1142,Tom,Salazar,1961-10-20,Masculino,"54974 Kimberly Route
Heathershire, SD 24936",840.498.4578x662,garyreed@example.org,"Solicitor, Scotland",LOGístICA,2015-01-17,TEmPOral,noCturno,Catherine Bailey,aCTIvo
1143,Gilbert,Le,1981-02-27,Masculino,"5133 Anthony Common Suite 438
East Davidview, AK 09579",(774)703-4847x289,fandrews@example.com,Product/process development scientist,manTENIMiEnTo,2014-11-02,a TIEMPO ParcIal,dIUrnO,Mr. David Bush,EN lIcENcIA
1144,Paul,Nelson,1993-08-13,Femenino,"99800 Danielle Plain Suite 831
East Zachary, MH 77209",001-839-785-2125x45484,tzimmerman@example.com,Counselling psychologist,cALiDAd,2017-08-29,pERMANeNTe,dIURno,Joseph Gillespie,reTIRAdo
1145,Jasmine,Weber,1976-02-03,Femenino,"258 Cook Walk Apt. 874
North Rebecca, CO 65261",+1-943-782-5069x5841,tammy73@example.org,Warden/ranger,mAntEniMientO,2022-06-02,a tiempO parciAl,NoctUrnO,Henry Ellison,en liCenciA
1146,Kristen,Smith,1980-04-19,Masculino,"24846 Butler Ramp Apt. 872
Lake Bradleyfort, MT 80702",(466)376-2026x69178,millerwilliam@example.net,Event organiser,CaliDAd,2019-11-16,PeRMaNeNTe,NOctuRnO,Walter Fowler,rEtirAdo
1147,Katrina,Jackson,1977-02-05,Femenino,"57800 Alexander Meadows Suite 877
West Alyssamouth, MN 47558",+1-676-745-1160x36694,patrickharris@example.org,Politician's assistant,lOgÍsTIca,2022-07-20,TEMporAL,nOctUrNo,Mr. Taylor Byrd,aCtIvo
1148,Jessica,Byrd,1962-10-04,Femenino,"71026 Barnes Roads Apt. 558
Zacharyside, RI 01984",741.630.0056,anthonyparker@example.net,Probation officer,PrOdUCCIón,2017-05-20,A TieMPO paRCiAL,DIUrNo,Julie Stafford,REtIrADO
1149,Jill,Munoz,1982-12-24,Femenino,"97829 Mason Ford Suite 872
Stevenshaven, NM 01789",+1-315-742-5273x306,wlewis@example.net,Local government officer,maNTENImieNto,2015-10-09,TEmpoRAl,nOcTuRNo,Edward Morales,AcTivo
