ID,Nombre,Apellido,Fecha de Nacimiento,Género,Dirección,Teléfono,Correo Electrónico,Puesto,Departamento,Fecha de Contratación,Tipo de Contrato,Turno de Trabajo,Supervisor,Estado de Empleo
975,Lauren,Crawford,1996-11-17,Femenino,"USS Wilson
FPO AE 40755",001-297-598-3563x60140,kwright@example.org,"Radiographer, therapeutic",Logística,2020-05-03,Temporal,Nocturno,Stephanie Thomas,Activo
976,Scott,Smith,1960-10-17,Masculino,"0010 Craig Parkway
Allenburgh, GA 67081",6185689417,jennifer72@example.org,"Administrator, charities/voluntary organisations",Producción,2022-06-29,Temporal,Rotativo,Virginia Harrison,Retirado
977,Steven,Rodriguez,1962-12-05,Masculino,"770 Robert Curve
Port Laura, WI 08773",001-298-937-6295x2035,cortezrobert@example.net,Ceramics designer,Administración,2019-10-18,Permanente,Rotativo,Martin Hubbard,Activo
978,Raymond,Burgess,1977-10-12,Masculino,"5155 Felicia Prairie Suite 308
Bellmouth, FL 37192",(206)373-6293,millsscott@example.net,Banker,Mantenimiento,2019-11-09,Permanente,Diurno,Rachel Owen,Activo
979,Christopher,Jordan,1976-09-06,Femenino,"695 Mitchell Corner
Edwardfort, IL 33218",554-803-5133x9188,nixondennis@example.net,Professor Emeritus,Calidad,2021-12-31,A tiempo parcial,Rotativo,Parker Smith,En licencia
980,Sean,Callahan,1965-10-18,Masculino,"29513 Holly Turnpike Suite 556
Thomasfurt, DE 65794",(810)995-8353,heatherallison@example.org,Cartographer,Mantenimiento,2015-10-19,Temporal,Nocturno,Vernon Hernandez,Retirado
981,Thomas,Howell,1994-06-24,Masculino,"Unit 0366 Box 1057
DPO AE 00757",001-304-909-2743x6372,juliagonzalez@example.org,Legal secretary,Logística,2014-07-20,A tiempo parcial,Nocturno,Mary Stanley,Activo
982,Joel,Acosta,1994-03-02,Femenino,"9985 Simon Lane Apt. 313
Fisherchester, NV 47204",001-568-963-5222,xlove@example.com,Chemical engineer,Logística,2016-12-16,Temporal,Nocturno,William Cruz,Activo
983,Dean,Peck,1962-03-15,Masculino,"2054 Gallegos Common
Kochtown, ID 94768",(386)502-0639x291,longnancy@example.net,Financial planner,Mantenimiento,2017-02-09,Permanente,Nocturno,Kelly Hodges,Retirado
984,Heidi,Jones,1973-07-16,Masculino,"7226 Garcia Meadow Apt. 499
New Devinberg, ND 45994",+1-504-306-6101x6083,cruzdiane@example.net,Theatre director,Logística,2018-11-03,Permanente,Nocturno,Donald Patel,En licencia
985,Hailey,Nielsen,1993-09-30,Femenino,"872 Christine Villages Suite 808
Patriciatown, OK 27731",582-331-9849x7741,reginaherrera@example.com,Proofreader,Administración,2019-07-17,Permanente,Nocturno,Robin Martin,Activo
986,Jennifer,Schneider,1980-09-21,Femenino,"80381 Guzman Grove
Stephanieton, NE 73601",780.730.7691x418,hannah89@example.com,"Sales professional, IT",Logística,2016-03-26,A tiempo parcial,Rotativo,Mark White,En licencia
987,Joseph,Townsend,1979-01-01,Femenino,"139 Christine Mountain
Lake Stephaniehaven, IL 64611",(402)410-2284x01593,erika03@example.com,Environmental consultant,Administración,2018-10-02,Temporal,Diurno,Robert Brown,Retirado
988,John,Powell,1959-01-19,Femenino,"328 Kelly Overpass
Ramosshire, CT 63047",(284)669-3844x4506,ywong@example.net,Physiological scientist,Logística,2021-06-10,Permanente,Nocturno,Erica Kelly,En licencia
989,George,Contreras,1958-10-01,Femenino,"9132 Martinez Ports Apt. 754
Jensenborough, CT 87919",+1-839-350-2209,clintonnielsen@example.net,Field trials officer,Producción,2016-08-06,A tiempo parcial,Diurno,Kristen Mitchell,Retirado
990,Patty,Jones,1969-02-28,Femenino,"56303 Tammy Crest Apt. 838
New Loritown, GA 14595",+1-783-226-3445,mdaniels@example.com,"Librarian, public",Calidad,2018-05-26,A tiempo parcial,Nocturno,Jessica Davis,En licencia
991,Aaron,Reed,1986-10-23,Femenino,"10800 Jennifer Mountain
Lake Matthewland, TN 83020",+1-795-471-0634x603,taylor43@example.com,Theatre manager,Logística,2018-08-07,A tiempo parcial,Diurno,Rachel Ibarra,En licencia
992,Ryan,Hamilton,1972-09-08,Femenino,"83044 Brian Villages
South Chad, NC 14197",709-707-0034x1059,evansmary@example.org,Photographer,Logística,2019-02-01,A tiempo parcial,Diurno,Amanda Chen,Retirado
993,Stephanie,Medina,1999-11-19,Femenino,"3426 Kennedy Well Apt. 710
Howardview, UT 46514",584-939-1381,matthewcook@example.com,Product/process development scientist,Calidad,2018-06-27,A tiempo parcial,Rotativo,John Stevens,En licencia
994,Leroy,Perez,1996-07-07,Femenino,"198 Karen Hollow
Juarezmouth, AL 99293",450.940.0782x15111,danieldorsey@example.net,Adult nurse,Administración,2015-01-08,A tiempo parcial,Nocturno,Arthur Brandt,Retirado
995,Michael,Levine,1964-07-27,Masculino,"804 Woodard Forks
East Angela, KS 55272",633-223-8103x1545,jasongarcia@example.org,Firefighter,Mantenimiento,2020-10-02,Temporal,Rotativo,Melissa Howell,Activo
996,Jane,Atkinson,1977-11-29,Masculino,"438 Donald Stravenue Apt. 002
Walkerfort, ID 76506",001-744-644-2531x3286,erin32@example.com,Probation officer,Administración,2017-05-18,Temporal,Diurno,Cynthia Miller,En licencia
997,Matthew,Woods,1986-07-08,Femenino,"57367 Lewis Isle Suite 524
Marcusborough, WV 96212",7758927611,wpeterson@example.org,"Buyer, retail",Producción,2018-11-25,Temporal,Rotativo,April Curtis,En licencia
998,Elizabeth,Reyes,1961-08-27,Masculino,"8111 Mark Drive
Owensbury, ME 24324",389-712-2366x4180,alisonowen@example.net,"Scientist, research (physical sciences)",Producción,2020-10-01,Temporal,Nocturno,Dylan Fuller,Activo
999,Jesse,Rodriguez,1960-02-17,Femenino,"Unit 4381 Box 7387
DPO AA 71790",436.461.9234x062,michealthomas@example.com,Optometrist,Calidad,2020-04-13,Permanente,Rotativo,Carlos Barron,Retirado
1000,Phillip,Gill,1965-10-07,Masculino,"310 Kelley Center
Greenberg, AL 34656",+1-878-868-1657x048,christopher32@example.net,Hydrogeologist,Producción,2018-01-07,Permanente,Rotativo,Chase Houston,Retirado
1001,Billy,Stewart,2006-03-06,Masculino,"USNS Howard
FPO AP 45778",964.661.3405,rebecca32@example.org,"Lecturer, further education",Mantenimiento,2017-12-31,Permanente,Diurno,James Jones,En licencia
1002,Daniel,Ramos,1982-06-04,Femenino,"8770 Valerie Common
Saraberg, CA 18734",+1-577-514-8380,moorevictoria@example.org,Management consultant,Logística,2017-04-02,Temporal,Diurno,Krystal Hood,En licencia
1003,Bradley,Mendoza,1991-09-11,Femenino,"1691 Dixon Freeway Suite 141
Gregoryville, NM 32520",9718866281,rcooper@example.com,Chief Strategy Officer,Logística,2015-08-16,Temporal,Diurno,Julie Hanna,Retirado
1004,Andrea,Campbell,1964-12-05,Masculino,"43165 Flores Roads
East Ronald, ID 78187",568-436-7560x91917,timothy44@example.com,"Copywriter, advertising",Logística,2022-12-28,Permanente,Nocturno,Elizabeth Russell,Retirado
1005,Tyler,Brown,1984-09-10,Femenino,"USS Knight
FPO AA 35960",458-695-0869,martinezandrew@example.com,Games developer,Calidad,2020-07-21,A tiempo parcial,Rotativo,Amber Edwards,Retirado
1006,Jessica,Olson,1984-09-25,Femenino,"19273 Murphy Vista Suite 735
Porterview, AL 11833",409-572-5790x446,thomastammy@example.com,General practice doctor,Mantenimiento,2016-03-27,Permanente,Rotativo,Stephen Mercer,Activo
1007,Brian,George,1967-04-02,Femenino,"897 Cooley Pines
Carpenterview, AS 80192",001-985-211-9469x086,sharonrobinson@example.org,Graphic designer,Producción,2016-01-20,A tiempo parcial,Rotativo,Samuel Church,Retirado
1008,Michael,Flores,1981-03-10,Masculino,"4966 Lewis Knolls Apt. 857
Jasonport, MO 97407",987-220-2322,award@example.net,"Therapist, drama",Mantenimiento,2021-06-25,Permanente,Rotativo,Thomas Griffith,En licencia
1009,Samantha,Shaw,2001-12-05,Femenino,"9923 Villarreal Drive
Port Kenneth, OR 16677",(657)505-1936x495,martinernest@example.org,"Designer, textile",Calidad,2019-12-14,Permanente,Diurno,Barbara Jensen,Activo
1010,Andre,Day,1998-07-24,Femenino,"353 Allen Springs
North Jennifer, LA 01608",(963)844-7214x10867,brownchristopher@example.org,Cartographer,Logística,2019-08-03,Temporal,Rotativo,Harold Lopez,Retirado
1011,William,Park,2005-10-20,Masculino,"74419 Joshua Mission Suite 438
Thomasshire, LA 77258",992-928-4291x2991,dhester@example.net,Financial controller,Producción,2016-02-06,A tiempo parcial,Nocturno,Robin Malone,En licencia
1012,Christopher,Mckee,1958-11-09,Masculino,"4180 Jordan Estates Suite 147
Westmouth, MH 43815",203-539-8943,usullivan@example.net,"Production assistant, radio",Logística,2022-05-04,Permanente,Nocturno,Joseph Smith,Retirado
1013,Joseph,Mullins,1985-04-30,Masculino,"30909 Bradley Common
Port Melissaview, KY 76062",+1-497-747-0755x92913,wallertaylor@example.net,Automotive engineer,Mantenimiento,2022-10-07,Temporal,Diurno,Christina Schneider,En licencia
1014,Cory,Wolfe,1984-07-21,Masculino,"3997 Miranda Freeway
Jimenezmouth, VA 18586",567-407-1719,fshepard@example.org,Psychiatric nurse,Mantenimiento,2017-01-18,A tiempo parcial,Nocturno,Dylan Robinson,Retirado
1015,Anna,Mason,1983-05-29,Masculino,"199 Patricia Roads Suite 158
Mendezside, AS 90376",(838)689-8020x3684,nicholstravis@example.com,Commercial horticulturist,Mantenimiento,2022-03-23,A tiempo parcial,Rotativo,Anthony Morton,Activo
1016,Sheila,Wheeler,1980-08-10,Femenino,"9889 Savannah Point
West Anne, OH 03992",578-345-8640x0532,melissagreen@example.com,Meteorologist,Producción,2022-07-03,A tiempo parcial,Diurno,Sharon Crawford,En licencia
1017,Erin,Ross,1985-05-20,Masculino,"07366 Melton Island Apt. 008
North Kim, NC 56557",251.963.1358x6519,catherine48@example.net,Transport planner,Calidad,2023-12-11,Temporal,Diurno,Alfred Johnson,En licencia
1018,Jennifer,Thomas,1961-10-04,Masculino,"19981 Ross Fords
Mosesfort, MP 92093",+1-978-540-9024x533,charles76@example.com,"Psychologist, forensic",Mantenimiento,2017-08-19,Permanente,Nocturno,James Williams,En licencia
1019,Andrea,Stevens,1961-02-03,Masculino,"9522 Kimberly Junction
East Timothy, AK 80232",+1-477-321-3327,iherrera@example.net,"Psychologist, forensic",Calidad,2018-02-01,Permanente,Nocturno,Denise Medina,En licencia
1020,James,Shepard,1985-05-13,Femenino,"90077 Ariel Ways
Pruittborough, NE 74102",+1-243-865-7964x50226,nguyenjared@example.net,Patent attorney,Producción,2016-12-22,Temporal,Nocturno,Melanie Blevins,Retirado
1021,Grace,Ramirez,1978-10-25,Masculino,"1218 Adam Center Suite 132
Charlesland, VT 97901",413-425-3476,jeffreycunningham@example.net,Technical sales engineer,Mantenimiento,2023-05-27,A tiempo parcial,Nocturno,Aaron Gonzalez,Retirado
1022,Taylor,Todd,1971-12-02,Masculino,"Unit 9080 Box 9112
DPO AE 97684",(549)268-9361x3387,kimberlybush@example.com,Financial trader,Logística,2017-11-09,Temporal,Diurno,Megan Cox,En licencia
1023,Virginia,Oconnor,1959-08-14,Femenino,"242 Megan Trafficway
West Kennethmouth, LA 28157",526.634.3722,heatherhernandez@example.com,Medical technical officer,Administración,2018-11-10,A tiempo parcial,Rotativo,Erica Hill,Activo
1024,Ashley,Hayes,1958-10-10,Masculino,"131 Garrison Turnpike Apt. 475
Port Christopher, GU 97178",654.721.4748x27452,robertbenton@example.com,Lobbyist,Logística,2023-12-27,Permanente,Rotativo,Sherry Colon,Activo
1025,Larry,Key,1965-09-20,Masculino,"016 Long Villages Apt. 975
Riddleberg, OH 91431",+1-802-832-2150x8816,peterscatherine@example.com,"Engineer, structural",Logística,2017-06-16,Temporal,Diurno,Ronald Guerrero,Activo
1026,William,Edwards,1986-09-08,Masculino,"PSC 4954, Box 7264
APO AE 78829",001-691-299-6056x182,johnbrown@example.org,"Surveyor, land/geomatics",Logística,2020-06-26,A tiempo parcial,Diurno,David Ward,Retirado
1027,Linda,Perez,1977-08-01,Femenino,"2565 Jones Loaf
South Lisabury, CA 72478",+1-871-846-8907x050,baldwinjohn@example.com,Multimedia specialist,Producción,2017-09-09,A tiempo parcial,Rotativo,Jasmine Harmon,Retirado
1028,Toni,Nelson,1998-11-12,Femenino,"718 Weaver Lakes
Bethbury, IA 67359",+1-378-240-5694x0403,john25@example.net,Music tutor,Logística,2019-09-05,A tiempo parcial,Diurno,Kevin Anderson,Retirado
1029,Maurice,Watts,1979-11-22,Femenino,"21263 Cochran Expressway
Garymouth, VA 91713",703.854.2957x1690,tammyclark@example.org,"Optician, dispensing",Mantenimiento,2022-06-03,Permanente,Rotativo,Elizabeth Peterson,Retirado
1030,Jennifer,Coffey,1977-01-20,Femenino,"7207 Kelly Locks Suite 069
Huntport, FM 16650",749.929.9271,clarkrebecca@example.com,Podiatrist,Mantenimiento,2016-08-27,Permanente,Nocturno,Marissa Hale,Retirado
1031,Bruce,Potter,1997-05-17,Femenino,"4359 Pollard Knolls Suite 054
Port Frederickfort, PW 22877",(338)539-3383x1689,amandaharris@example.com,Water engineer,Logística,2021-07-08,A tiempo parcial,Diurno,Jacob Henry,En licencia
1032,Patricia,James,1979-11-03,Masculino,"792 Mitchell Well Apt. 766
Loriview, OH 49119",239-214-1655x73470,christinapowell@example.org,Teaching laboratory technician,Producción,2022-04-07,Temporal,Rotativo,Patrick Walker,En licencia
1033,Colleen,Caldwell,1976-02-20,Masculino,"26222 Justin Loop Suite 494
North Eric, PW 21405",001-832-578-2783x997,smithandrea@example.com,Passenger transport manager,Mantenimiento,2023-10-09,Permanente,Nocturno,Samantha Mcdonald,Activo
1034,William,Salinas,1990-11-14,Femenino,"5350 Wilson Knolls
Bensonshire, VT 12746",920-508-9188x9239,ycampbell@example.net,Chief Marketing Officer,Mantenimiento,2017-07-13,Permanente,Nocturno,Barbara Evans MD,Retirado
1035,Kimberly,Perry,1987-06-04,Femenino,"08054 Trevino Drive
Monicaborough, AL 80018",+1-393-573-1312,connor83@example.org,"Designer, multimedia",Calidad,2023-12-25,Permanente,Diurno,Richard Cherry,En licencia
1036,Donna,Maldonado,1971-07-06,Masculino,"3516 Elijah Ways
Suttonmouth, RI 83000",+1-319-809-1806x203,wmoore@example.org,Purchasing manager,Logística,2021-03-27,A tiempo parcial,Nocturno,Valerie Arroyo,En licencia
1037,Dawn,Macdonald,1965-12-08,Masculino,"3813 Gina Garden
New Loriville, IN 45235",817-573-3242,xchase@example.org,Colour technologist,Mantenimiento,2014-09-07,A tiempo parcial,Rotativo,Kristin Long,Activo
1038,Christine,Romero,1963-04-27,Masculino,"1670 Chapman Plain Suite 425
Jenniferport, GU 96648",851-374-7248x948,fburch@example.net,Cytogeneticist,Administración,2023-03-22,Temporal,Nocturno,Victoria Parker,Retirado
1039,Rebecca,Smith,1959-12-18,Masculino,"877 Holland Overpass Apt. 499
Jacobmouth, RI 92081",(819)656-2764x962,stevenewing@example.com,Insurance claims handler,Mantenimiento,2018-10-24,A tiempo parcial,Rotativo,Katherine Glover,Retirado
1040,Sean,Thompson,1989-01-20,Masculino,"271 Zachary Mills
New Matthewmouth, AK 72036",+1-667-594-5198x7221,cookeshawn@example.com,Patent attorney,Mantenimiento,2017-05-26,Permanente,Diurno,Matthew Williams,En licencia
1041,Teresa,West,1977-05-01,Femenino,"PSC 1261, Box 8175
APO AP 60311",622-299-8185x95902,sanfordmark@example.org,Television camera operator,Administración,2019-08-07,A tiempo parcial,Rotativo,Kristina Warren,Activo
1042,Heather,Martinez,2005-02-28,Femenino,"18221 Matthew Lakes
Velazquezmouth, GA 49026",803.497.9267x793,uday@example.net,Chief Executive Officer,Calidad,2024-02-17,Permanente,Diurno,Holly Miller,En licencia
1043,Michael,Johnson,1997-04-02,Femenino,"85088 Schmitt Gateway
Port Carlaland, PW 45806",3393250209,ibanks@example.net,"Investment banker, corporate",Calidad,2021-11-18,A tiempo parcial,Rotativo,Judith Ryan,En licencia
1044,Ricardo,Bishop,1999-08-24,Masculino,"370 Cheryl Vista Suite 920
Navarrofort, UT 64881",001-514-342-3211x2326,kathryn78@example.net,Tax adviser,Calidad,2023-01-19,Permanente,Rotativo,Sandra Mullins,En licencia
1045,Melissa,Ross,1996-08-22,Masculino,"546 Michele Courts
Debrabury, AZ 99448",344.793.2881,lopezalicia@example.net,Estate agent,Mantenimiento,2018-03-12,Permanente,Rotativo,Shirley Wilson DVM,Activo
1046,Katherine,Sanchez,1975-12-14,Masculino,"92737 Jennifer Rest
East Todd, OH 85623",747.886.2523x52610,wendybass@example.net,Firefighter,Administración,2020-01-06,Temporal,Rotativo,Timothy Kim,En licencia
1047,Steve,Jones,1994-08-28,Femenino,"73457 Christina Squares Apt. 306
Mccoystad, MI 46813",263-418-8466x849,ashleyvega@example.com,Writer,Producción,2017-06-19,Temporal,Diurno,David Gibson,En licencia
1048,Megan,Lee,1997-07-10,Femenino,"0244 Greene Trail
Kennethstad, GA 89369",675-619-1543x67417,watkinspamela@example.org,Bookseller,Mantenimiento,2015-06-18,A tiempo parcial,Nocturno,Miss Rhonda Hernandez,Retirado
1049,Mario,Mitchell,1978-04-07,Masculino,"USNV Dudley
FPO AA 23659",+1-671-368-9461x63136,stevenbradley@example.com,Learning disability nurse,Logística,2019-08-23,Permanente,Nocturno,Charles Paul,En licencia
1050,David,Jefferson,1978-11-07,Masculino,"2922 Baker Ferry
Heatherland, CA 56146",(274)535-6919,edwardpratt@example.net,Geoscientist,Administración,2017-11-30,Temporal,Rotativo,Linda Hensley,Retirado
1051,Richard,Sharp,2001-09-19,Femenino,"45545 Green Cliff Apt. 302
Mckinneyborough, MO 19660",001-863-735-2856x79113,erica99@example.org,Clinical molecular geneticist,Logística,2014-09-03,Permanente,Nocturno,Katie Andrews,Activo
1052,Jennifer,Alexander,1980-10-22,Masculino,"296 Garcia Summit
Chavezberg, IA 99892",+1-970-226-1885,heather22@example.org,"Administrator, local government",Logística,2020-06-21,Permanente,Diurno,Alex Baker,En licencia
1053,Jeremy,Hernandez,1977-03-09,Femenino,"PSC 3248, Box 4586
APO AP 71013",+1-862-642-4711x44754,llucas@example.com,Optometrist,Calidad,2016-05-09,Permanente,Diurno,Kathy Parker,Retirado
1054,Michael,Foster,1987-04-06,Masculino,"USS King
FPO AP 97077",(296)305-1719x975,alexander11@example.com,"Biochemist, clinical",Administración,2017-06-04,Permanente,Diurno,Rita Montoya,Retirado
1055,Timothy,Graham,1994-06-06,Masculino,"45127 William Pine Suite 708
Lake Theodoreshire, ID 15573",+1-524-866-9445x8082,bkim@example.org,Seismic interpreter,Administración,2021-09-24,Temporal,Rotativo,Jacob Dixon,Retirado
1056,Richard,Fields,1977-11-26,Masculino,"376 Elizabeth Shore
West Ashleyfurt, MP 41002",236-996-0217,scotttanya@example.net,Pharmacologist,Administración,2015-02-19,Permanente,Diurno,Jeremy Marshall,En licencia
1057,Eric,Galvan,2001-12-19,Masculino,"8448 Moore Mission
Dianefurt, SC 73751",572.363.7232,michaellawson@example.org,"Administrator, charities/voluntary organisations",Calidad,2020-10-10,A tiempo parcial,Nocturno,Eric Miller,Retirado
1058,Christopher,Lopez,1998-12-03,Masculino,"46648 Jones Passage
New Jasonport, TX 85046",922-901-1904,denise64@example.net,Banker,Logística,2022-11-25,Permanente,Diurno,Steven Rice,En licencia
1059,Walter,Anderson,1965-11-17,Femenino,"09310 Kylie Forges
Millerside, MH 70755",+1-245-330-4056,garciajon@example.com,Database administrator,Logística,2020-03-13,Temporal,Diurno,Christopher Curtis,Retirado
1060,Thomas,Rodriguez,2000-01-10,Masculino,"86464 Bryce Forest
North Angelaland, SD 15680",+1-532-259-1723x5214,dominique42@example.org,Medical sales representative,Producción,2014-08-05,A tiempo parcial,Diurno,Sherri Sanchez,Retirado
1061,Anthony,Baker,2001-10-09,Masculino,"0291 Jeffrey Circle Apt. 504
North Angelastad, RI 20878",711.988.2809x1922,jeanne45@example.net,Tree surgeon,Administración,2018-01-07,Permanente,Rotativo,Valerie Harvey,En licencia
1062,Mackenzie,Mills,1963-12-23,Masculino,"2729 Connie Cliff
Durhamberg, VT 86730",001-855-737-8504x284,nicholsdouglas@example.com,"Conservator, museum/gallery",Mantenimiento,2020-12-29,A tiempo parcial,Diurno,Mr. James Luna,En licencia
1063,Timothy,Smith,2005-05-29,Femenino,"692 Moore Alley
South Bobby, ND 54450",593.893.3213x47254,john02@example.net,Civil Service administrator,Calidad,2015-02-18,Temporal,Nocturno,Jessica Cruz,Retirado
1064,Patrick,Franco,1963-07-26,Femenino,"83631 Katelyn Forges Apt. 360
Davidchester, NY 08323",(457)778-4181,jennifer19@example.org,Chief Operating Officer,Mantenimiento,2017-11-19,A tiempo parcial,Rotativo,Katrina Castro,Retirado
1065,David,Davidson,1975-03-29,Masculino,"8539 Jeffrey Mountains
North Danielmouth, KY 77520",245.870.5662,amymorgan@example.net,Pharmacologist,Administración,2018-04-30,Permanente,Diurno,Marie Dudley,Retirado
1066,Thomas,Randall,1962-06-08,Masculino,"037 Johnson Passage Suite 444
New Christine, MS 90530",523-793-1298x54874,timothy38@example.net,Mechanical engineer,Producción,2014-08-11,Temporal,Diurno,Jordan Lopez,Retirado
1067,Jenna,Jackson,1978-06-16,Femenino,"966 Heather Walks Suite 040
Russellmouth, CT 24558",001-915-594-2595,michaelwilson@example.org,Community development worker,Mantenimiento,2022-12-08,A tiempo parcial,Nocturno,Hunter Rowe,En licencia
1068,Curtis,Crawford,1982-06-27,Femenino,"354 Jennifer Mission
East Keithmouth, FL 96660",001-962-557-0592x4829,smithgary@example.com,Forensic scientist,Administración,2023-11-21,Permanente,Rotativo,Julia Jacobs,Activo
1069,Richard,Hoover,2003-07-21,Masculino,"8979 Raven Dale
Marthachester, AK 33597",872.735.7711x575,qmcgrath@example.net,"Programmer, applications",Administración,2015-05-26,Permanente,Rotativo,Kristen Cook,En licencia
1070,Hannah,Smith,1971-11-11,Femenino,"USNV Stevens
FPO AE 08626",422.491.7208x0087,traviscarroll@example.net,Mental health nurse,Logística,2020-09-05,A tiempo parcial,Diurno,Mary Guerrero,Retirado
1071,John,Wood,1959-05-17,Femenino,"339 Nicholas Stream Suite 778
Port Lisashire, PR 90807",001-484-883-2556,marcross@example.net,Advertising copywriter,Mantenimiento,2023-05-27,Permanente,Rotativo,Jonathan Brown,Activo
1072,Jacob,Moody,1969-01-05,Masculino,"Unit 2419 Box 1004
DPO AA 65413",+1-377-436-9230,moseschristopher@example.org,Warden/ranger,Calidad,2019-01-07,A tiempo parcial,Diurno,Abigail Long,Retirado
1073,Michael,Hardy,1988-09-17,Femenino,"33518 Moore Ferry Apt. 571
Kennedyton, KY 07381",882-851-9227,castilloclinton@example.com,Probation officer,Calidad,2024-03-19,A tiempo parcial,Rotativo,Amy Williams,En licencia
1074,Sarah,Graham,1958-11-21,Femenino,"6000 Johnson Causeway Suite 166
South James, WI 96437",(893)635-1561x37733,yeseniaharrison@example.com,"Engineer, control and instrumentation",Producción,2024-01-15,Temporal,Nocturno,Tommy Morales,En licencia
1075,Matthew,Massey,1994-03-12,Masculino,"15444 Frazier Ville Apt. 906
Lisaland, NE 20899",(229)591-5155,grantfernando@example.net,"Scientist, research (life sciences)",Administración,2019-05-29,Permanente,Nocturno,Tanner Stone,En licencia
1076,Natalie,Rodriguez,1979-11-30,Masculino,"9350 Walker Islands
North Angel, MH 98231",525-972-0507x738,trevinoandrea@example.net,"Designer, exhibition/display",Producción,2018-06-29,Temporal,Nocturno,Sabrina Mercado,Retirado
1077,April,Perez,1980-12-02,Femenino,"6160 Miguel Keys Apt. 184
Alisonshire, WI 25786",(323)874-8151,reedapril@example.org,"Nurse, learning disability",Mantenimiento,2014-08-17,A tiempo parcial,Diurno,Edward Dalton,Retirado
1078,Angela,Campos,1966-08-12,Femenino,"559 Rachel Island Suite 087
Sarahmouth, MS 34344",001-707-872-3069x693,shannon24@example.org,Illustrator,Administración,2020-02-04,A tiempo parcial,Nocturno,Michelle Holland,Activo
1079,Tracy,Thompson,1982-05-04,Masculino,"760 Victoria Dale
Williamshire, DC 03498",842.749.4899,parkertravis@example.net,Quality manager,Mantenimiento,2023-01-23,Permanente,Nocturno,Mikayla Mcneil,Activo
1080,Chelsea,Jenkins,1978-05-07,Masculino,"36065 Danielle Meadows
East Gerald, PW 01050",4793392581,maryryan@example.net,Ceramics designer,Administración,2023-06-01,Permanente,Diurno,Brandon Watson,Activo
1081,Nicholas,Huerta,2005-07-03,Masculino,"6302 Laurie Roads Apt. 865
Perezhaven, AL 57707",846-381-4313x41747,kbaker@example.net,Psychiatric nurse,Mantenimiento,2023-12-15,Temporal,Nocturno,Mary Riddle,Activo
1082,Scott,Sherman,2000-07-16,Femenino,"40665 Sherry Burg
Mariamouth, MN 13327",359-769-0418x0171,amystein@example.com,Insurance account manager,Logística,2020-05-18,Permanente,Rotativo,Charles Madden,Retirado
1083,Colleen,Cooper,1977-07-28,Femenino,"3839 Kemp Inlet
Patrickton, ND 91060",(579)348-7242,pwatson@example.net,Merchant navy officer,Mantenimiento,2023-12-15,A tiempo parcial,Rotativo,Patrick Michael,Activo
1084,Lisa,Williams,1979-09-14,Femenino,"795 Larry Forges
Christophertown, ID 07670",+1-269-784-4304x534,davislawrence@example.org,Research scientist (medical),Mantenimiento,2015-04-30,Temporal,Diurno,Philip Schneider,En licencia
1085,Jack,Moreno,1989-03-10,Masculino,"USCGC Murray
FPO AP 64492",+1-298-522-9911x0150,ashleydean@example.com,"Nurse, children's",Logística,2016-10-25,A tiempo parcial,Diurno,Wesley Kennedy,Retirado
1086,Miguel,Tate,2003-09-17,Masculino,"844 Herman Stravenue Suite 536
Port Jesse, WY 32983",(589)590-0663x9838,fitzgeraldtyler@example.com,Games developer,Producción,2018-01-31,Temporal,Rotativo,Elizabeth Lee,Activo
1087,Cody,Weaver,1967-09-18,Masculino,"683 Mitchell Ways
Lake Nicoleton, VT 39340",308-233-2069x36663,patrick05@example.net,IT trainer,Producción,2020-09-04,A tiempo parcial,Diurno,Donna Robinson,En licencia
1088,Jamie,Huang,1998-03-07,Femenino,"855 Mcgee Mountain
Lake Amanda, AK 25628",(471)224-5622x124,alexandra49@example.net,Adult guidance worker,Calidad,2019-07-04,A tiempo parcial,Nocturno,Nicole Salazar,Activo
1089,Crystal,Mejia,1997-12-12,Femenino,"45177 Murray Crossroad Suite 363
New Melinda, NJ 48922",001-740-252-1654x948,carolynthomas@example.com,Analytical chemist,Logística,2021-08-10,Temporal,Diurno,Margaret Deleon,En licencia
1090,Marcia,Gordon,2005-01-16,Masculino,"79755 Anna Tunnel Suite 657
North Janeport, PR 53247",+1-680-698-6693x3387,paul52@example.org,Writer,Logística,2022-11-03,Permanente,Nocturno,Jessica Aguirre,Retirado
1091,Ryan,Walker,1965-06-27,Masculino,"98412 John Lodge Apt. 414
Smithchester, KS 75099",+1-601-249-8262x1202,lanemelissa@example.com,Immunologist,Logística,2018-11-21,Temporal,Rotativo,Bradley Cox,Retirado
1092,Kari,Skinner,1986-02-27,Femenino,"3102 Williams Summit Suite 938
Williamsland, AZ 27944",(926)413-2792,curtis76@example.com,Financial trader,Administración,2021-03-17,A tiempo parcial,Rotativo,Tony Mueller,Activo
1093,Daniel,Mcguire,1968-05-16,Femenino,"PSC 0698, Box 0944
APO AA 65287",5183509718,michael21@example.org,"Production designer, theatre/television/film",Producción,2015-05-30,Temporal,Nocturno,Nathan Hernandez,Retirado
1094,Joseph,Camacho,1963-08-18,Masculino,"22640 Bennett Groves Suite 096
New Davidbury, VT 43290",001-463-466-6917x6162,jonesmegan@example.com,Music therapist,Calidad,2020-05-05,A tiempo parcial,Rotativo,Melissa Pierce,Retirado
